t, r_obox_x, r_obox_y, r_obox_phi
5.540000200271606445e-01, 4.535089433193206787e-02, 3.225544393062591553e-01, 2.470966242253780365e-02
5.550000071525573730e-01, 4.567523300647735596e-02, 3.234087824821472168e-01, 2.490257471799850464e-02
5.560000538825988770e-01, 4.599700495600700378e-02, 3.242632150650024414e-01, 2.509997598826885223e-02
5.570000410079956055e-01, 4.631804674863815308e-02, 3.251153528690338135e-01, 2.529554255306720734e-02
5.580000281333923340e-01, 4.663836583495140076e-02, 3.259651660919189453e-01, 2.548751421272754669e-02
5.590000152587890625e-01, 4.695745185017585754e-02, 3.268114626407623291e-01, 2.567772567272186279e-02
5.600000023841857910e-01, 4.727543890476226807e-02, 3.276534080505371094e-01, 2.586499042809009552e-02
5.610000491142272949e-01, 4.759275913238525391e-02, 3.284929990768432617e-01, 2.605326101183891296e-02
5.620000362396240234e-01, 4.791031405329704285e-02, 3.293283581733703613e-01, 2.624391205608844757e-02
5.630000233650207520e-01, 4.822649806737899780e-02, 3.301609456539154053e-01, 2.643535099923610687e-02
5.640000104904174805e-01, 4.854068160057067871e-02, 3.309947550296783447e-01, 2.662599831819534302e-02
5.649999976158142090e-01, 4.885406047105789185e-02, 3.318263590335845947e-01, 2.681350708007812500e-02
5.660000443458557129e-01, 4.916624352335929871e-02, 3.326545059680938721e-01, 2.699928171932697296e-02
5.670000314712524414e-01, 4.947775229811668396e-02, 3.334799408912658691e-01, 2.718308195471763611e-02
5.680000185966491699e-01, 4.978830739855766296e-02, 3.343032300472259521e-01, 2.736870385706424713e-02
5.690000057220458984e-01, 5.009762942790985107e-02, 3.351245224475860596e-01, 2.755552344024181366e-02
5.700000524520874023e-01, 5.040689185261726379e-02, 3.359403908252716064e-01, 2.773957513272762299e-02
5.710000395774841309e-01, 5.071411654353141785e-02, 3.367489874362945557e-01, 2.792532742023468018e-02
5.720000267028808594e-01, 5.101964622735977173e-02, 3.375583887100219727e-01, 2.811131440103054047e-02
5.730000138282775879e-01, 5.132535099983215332e-02, 3.383700251579284668e-01, 2.829450368881225586e-02
5.740000009536743164e-01, 5.163012817502021790e-02, 3.391791582107543945e-01, 2.847710810601711273e-02
5.750000476837158203e-01, 5.193487554788589478e-02, 3.399825990200042725e-01, 2.865872345864772797e-02
5.760000348091125488e-01, 5.223868787288665771e-02, 3.407835364341735840e-01, 2.883977629244327545e-02
5.770000219345092773e-01, 5.254065990447998047e-02, 3.415851593017578125e-01, 2.902069129049777985e-02
5.780000090599060059e-01, 5.284168943762779236e-02, 3.423843085765838623e-01, 2.920106053352355957e-02
5.790000557899475098e-01, 5.314176902174949646e-02, 3.431809842586517334e-01, 2.938089333474636078e-02
5.800000429153442383e-01, 5.344089493155479431e-02, 3.439751863479614258e-01, 2.956019528210163116e-02
5.810000300407409668e-01, 5.374000966548919678e-02, 3.447637557983398438e-01, 2.973851189017295837e-02
5.820000171661376953e-01, 5.403823032975196838e-02, 3.455499112606048584e-01, 2.991624549031257629e-02
5.830000042915344238e-01, 5.433464422821998596e-02, 3.463368415832519531e-01, 3.009382821619510651e-02
5.840000510215759277e-01, 5.463015660643577576e-02, 3.471213579177856445e-01, 3.027084283530712128e-02
5.850000381469726562e-01, 5.492476001381874084e-02, 3.479034900665283203e-01, 3.044730238616466522e-02
5.860000252723693848e-01, 5.521833524107933044e-02, 3.486827015876770020e-01, 3.062254749238491058e-02
5.870000123977661133e-01, 5.551215633749961853e-02, 3.494561314582824707e-01, 3.079565241932868958e-02
5.879999995231628418e-01, 5.580501258373260498e-02, 3.502271175384521484e-01, 3.097053244709968567e-02
5.890000462532043457e-01, 5.609503015875816345e-02, 3.509957790374755859e-01, 3.114940412342548370e-02
5.900000333786010742e-01, 5.638428404927253723e-02, 3.517626821994781494e-01, 3.132612630724906921e-02
5.910000205039978027e-01, 5.667339637875556946e-02, 3.525305688381195068e-01, 3.149939700961112976e-02
5.920000076293945312e-01, 5.696164444088935852e-02, 3.532960712909698486e-01, 3.167210146784782410e-02
5.930000543594360352e-01, 5.724902451038360596e-02, 3.540592193603515625e-01, 3.184425458312034607e-02
5.940000414848327637e-01, 5.753644555807113647e-02, 3.548167943954467773e-01, 3.201542049646377563e-02
5.950000286102294922e-01, 5.782298743724822998e-02, 3.555720150470733643e-01, 3.218605741858482361e-02
5.960000157356262207e-01, 5.810773000121116638e-02, 3.563281297683715820e-01, 3.235660865902900696e-02
5.970000028610229492e-01, 5.839158594608306885e-02, 3.570819199085235596e-01, 3.252663835883140564e-02
5.980000495910644531e-01, 5.867443233728408813e-02, 3.578327894210815430e-01, 3.269547224044799805e-02
5.990000367164611816e-01, 5.895638465881347656e-02, 3.585813343524932861e-01, 3.286378085613250732e-02
6.000000238418579102e-01, 5.923848226666450500e-02, 3.593249022960662842e-01, 3.303181380033493042e-02
6.010000109672546387e-01, 5.951971188187599182e-02, 3.600661456584930420e-01, 3.319935500621795654e-02
6.020000576972961426e-01, 5.979905277490615845e-02, 3.608077466487884521e-01, 3.336612507700920105e-02
6.030000448226928711e-01, 6.007755175232887268e-02, 3.615470528602600098e-01, 3.353235498070716858e-02
6.040000319480895996e-01, 6.035521999001502991e-02, 3.622842133045196533e-01, 3.369990736246109009e-02
6.050000190734863281e-01, 6.063197925686836243e-02, 3.630188703536987305e-01, 3.386660292744636536e-02
6.060000061988830566e-01, 6.090817227959632874e-02, 3.637510240077972412e-01, 3.403042629361152649e-02
6.070000529289245605e-01, 6.118350848555564880e-02, 3.644806444644927979e-01, 3.419370204210281372e-02
6.080000400543212891e-01, 6.145804002881050110e-02, 3.652075231075286865e-01, 3.435990586876869202e-02
6.090000271797180176e-01, 6.173183023929595947e-02, 3.659324645996093750e-01, 3.452550619840621948e-02
6.100000143051147461e-01, 6.200461462140083313e-02, 3.666546046733856201e-01, 3.468595072627067566e-02
6.110000014305114746e-01, 6.227637827396392822e-02, 3.673743605613708496e-01, 3.484741225838661194e-02
6.120000481605529785e-01, 6.254722923040390015e-02, 3.680935204029083252e-01, 3.501082956790924072e-02
6.130000352859497070e-01, 6.281757354736328125e-02, 3.688101768493652344e-01, 3.517369925975799561e-02
6.140000224113464355e-01, 6.308716535568237305e-02, 3.695243597030639648e-01, 3.533553332090377808e-02
6.150000095367431641e-01, 6.335523724555969238e-02, 3.702337145805358887e-01, 3.549644351005554199e-02
6.160000562667846680e-01, 6.362256407737731934e-02, 3.709407448768615723e-01, 3.565814346075057983e-02
6.170000433921813965e-01, 6.388964504003524780e-02, 3.716484308242797852e-01, 3.581812605261802673e-02
6.180000305175781250e-01, 6.415676325559616089e-02, 3.723507523536682129e-01, 3.597565740346908569e-02
6.190000176429748535e-01, 6.442294269800186157e-02, 3.730512261390686035e-01, 3.613337501883506775e-02
6.200000047683715820e-01, 6.468723714351654053e-02, 3.737530708312988281e-01, 3.629179298877716064e-02
6.210000514984130859e-01, 6.495071202516555786e-02, 3.744527399539947510e-01, 3.644972667098045349e-02
6.220000386238098145e-01, 6.521339714527130127e-02, 3.751503229141235352e-01, 3.660719841718673706e-02
6.230000257492065430e-01, 6.547529250383377075e-02, 3.758457899093627930e-01, 3.676418215036392212e-02
6.240000128746032715e-01, 6.573639065027236938e-02, 3.765391111373901367e-01, 3.692066296935081482e-02
6.250000000000000000e-01, 6.599668413400650024e-02, 3.772303164005279541e-01, 3.707664832472801208e-02
6.260000467300415039e-01, 6.625583022832870483e-02, 3.779162466526031494e-01, 3.723444789648056030e-02
6.270000338554382324e-01, 6.651417165994644165e-02, 3.786000609397888184e-01, 3.739174455404281616e-02
6.280000209808349609e-01, 6.677223742008209229e-02, 3.792841434478759766e-01, 3.754501044750213623e-02
6.290000081062316895e-01, 6.702956557273864746e-02, 3.799659013748168945e-01, 3.769811987876892090e-02
6.300000548362731934e-01, 6.728615611791610718e-02, 3.806455433368682861e-01, 3.785321488976478577e-02
6.310000419616699219e-01, 6.754194945096969604e-02, 3.813230693340301514e-01, 3.800699487328529358e-02
6.320000290870666504e-01, 6.779698282480239868e-02, 3.819982707500457764e-01, 3.815725445747375488e-02
6.330000162124633789e-01, 6.805117428302764893e-02, 3.826716244220733643e-01, 3.830757737159729004e-02
6.340000033378601074e-01, 6.830450147390365601e-02, 3.833434283733367920e-01, 3.846010565757751465e-02
6.350000500679016113e-01, 6.855706125497817993e-02, 3.840131461620330811e-01, 3.861215338110923767e-02
6.360000371932983398e-01, 6.880854070186614990e-02, 3.846806287765502930e-01, 3.876214101910591125e-02
6.370000243186950684e-01, 6.906045228242874146e-02, 3.853425383567810059e-01, 3.890975192189216614e-02
6.380000114440917969e-01, 6.931153684854507446e-02, 3.860023021697998047e-01, 3.905935212969779968e-02
6.390000581741333008e-01, 6.956061720848083496e-02, 3.866634666919708252e-01, 3.921035304665565491e-02
6.400000452995300293e-01, 6.980907917022705078e-02, 3.873232603073120117e-01, 3.935911506414413452e-02
6.410000324249267578e-01, 7.005617022514343262e-02, 3.879780173301696777e-01, 3.950872272253036499e-02
6.420000195503234863e-01, 7.030250877141952515e-02, 3.886308073997497559e-01, 3.965790197253227234e-02
6.430000066757202148e-01, 7.054870575666427612e-02, 3.892846107482910156e-01, 3.980534896254539490e-02
6.440000534057617188e-01, 7.079415023326873779e-02, 3.899364173412322998e-01, 3.995236009359359741e-02
6.450000405311584473e-01, 7.103883475065231323e-02, 3.905862271785736084e-01, 4.009892791509628296e-02
6.460000276565551758e-01, 7.128295302391052246e-02, 3.912334740161895752e-01, 4.024595022201538086e-02
6.470000147819519043e-01, 7.152641564607620239e-02, 3.918783068656921387e-01, 4.039186611771583557e-02
6.480000019073486328e-01, 7.176892459392547607e-02, 3.925216794013977051e-01, 4.053640738129615784e-02
6.490000486373901367e-01, 7.201077044010162354e-02, 3.931626379489898682e-01, 4.067989066243171692e-02
6.500000357627868652e-01, 7.225191593170166016e-02, 3.938013911247253418e-01, 4.082322493195533752e-02
6.510000228881835938e-01, 7.249236851930618286e-02, 3.944382667541503906e-01, 4.096851870417594910e-02
6.520000100135803223e-01, 7.273203134536743164e-02, 3.950733840465545654e-01, 4.111306741833686829e-02
6.530000567436218262e-01, 7.297091931104660034e-02, 3.957064747810363770e-01, 4.125473648309707642e-02
6.540000438690185547e-01, 7.320908457040786743e-02, 3.963376283645629883e-01, 4.139597713947296143e-02
6.550000309944152832e-01, 7.344618439674377441e-02, 3.969669342041015625e-01, 4.153728112578392029e-02
6.560000181198120117e-01, 7.368277013301849365e-02, 3.975932896137237549e-01, 4.167992249131202698e-02
6.570000052452087402e-01, 7.391885668039321899e-02, 3.982180058956146240e-01, 4.182223230600357056e-02
6.580000519752502441e-01, 7.415385544300079346e-02, 3.988411426544189453e-01, 4.196375235915184021e-02
6.590000391006469727e-01, 7.438801229000091553e-02, 3.994626998901367188e-01, 4.210545495152473450e-02
6.600000262260437012e-01, 7.462251931428909302e-02, 4.000796377658843994e-01, 4.224458709359169006e-02
6.610000133514404297e-01, 7.485631108283996582e-02, 4.006946384906768799e-01, 4.238328710198402405e-02
6.620000600814819336e-01, 7.508830726146697998e-02, 4.013102948665618896e-01, 4.252138361334800720e-02
6.630000472068786621e-01, 7.531960308551788330e-02, 4.019240736961364746e-01, 4.265908151865005493e-02
6.640000343322753906e-01, 7.555033266544342041e-02, 4.025366902351379395e-01, 4.279720783233642578e-02
6.650000214576721191e-01, 7.578025013208389282e-02, 4.031469225883483887e-01, 4.293605685234069824e-02
6.660000085830688477e-01, 7.600945979356765747e-02, 4.037552475929260254e-01, 4.307449981570243835e-02
6.670000553131103516e-01, 7.623806595802307129e-02, 4.043621420860290527e-01, 4.321137070655822754e-02
6.680000424385070801e-01, 7.646583020687103271e-02, 4.049663543701171875e-01, 4.334700107574462891e-02
6.690000295639038086e-01, 7.669316232204437256e-02, 4.055679142475128174e-01, 4.348025843501091003e-02
6.700000166893005371e-01, 7.691990584135055542e-02, 4.061673283576965332e-01, 4.361589252948760986e-02
6.710000038146972656e-01, 7.714566588401794434e-02, 4.067656099796295166e-01, 4.375303909182548523e-02
6.720000505447387695e-01, 7.737074792385101318e-02, 4.073630869388580322e-01, 4.388774931430816650e-02
6.730000376701354980e-01, 7.759533822536468506e-02, 4.079582095146179199e-01, 4.402294754981994629e-02
6.740000247955322266e-01, 7.781924307346343994e-02, 4.085515141487121582e-01, 4.415774717926979065e-02
6.750000119209289551e-01, 7.804246246814727783e-02, 4.091427624225616455e-01, 4.428999498486518860e-02
6.760000586509704590e-01, 7.826427370309829712e-02, 4.097285568714141846e-01, 4.442367330193519592e-02
6.770000457763671875e-01, 7.848539948463439941e-02, 4.103127419948577881e-01, 4.455909132957458496e-02
6.780000329017639160e-01, 7.870654761791229248e-02, 4.108987450599670410e-01, 4.469219222664833069e-02
6.790000200271606445e-01, 7.892699539661407471e-02, 4.114826619625091553e-01, 4.482268542051315308e-02
6.800000071525573730e-01, 7.914674282073974609e-02, 4.120647013187408447e-01, 4.495274648070335388e-02
6.810000538825988770e-01, 7.936579734086990356e-02, 4.126452207565307617e-01, 4.508447274565696716e-02
6.820000410079956055e-01, 7.958418875932693481e-02, 4.132240116596221924e-01, 4.521580040454864502e-02
6.830000281333923340e-01, 7.980173081159591675e-02, 4.138016104698181152e-01, 4.534586146473884583e-02
6.840000152587890625e-01, 8.001882582902908325e-02, 4.143765866756439209e-01, 4.547419771552085876e-02
6.850000619888305664e-01, 8.023530244827270508e-02, 4.149496853351593018e-01, 4.560236260294914246e-02
6.860000491142272949e-01, 8.045113086700439453e-02, 4.155212342739105225e-01, 4.573253542184829712e-02
6.870000362396240234e-01, 8.066624402999877930e-02, 4.160911142826080322e-01, 4.586209356784820557e-02
6.880000233650207520e-01, 8.088045567274093628e-02, 4.166598618030548096e-01, 4.599016159772872925e-02
6.890000104904174805e-01, 8.109421283006668091e-02, 4.172259271144866943e-01, 4.611651971936225891e-02
6.900000572204589844e-01, 8.130729943513870239e-02, 4.177901744842529297e-01, 4.624249413609504700e-02
6.910000443458557129e-01, 8.151970058679580688e-02, 4.183530211448669434e-01, 4.637023806571960449e-02
6.920000314712524414e-01, 8.173145353794097900e-02, 4.189141988754272461e-01, 4.649757593870162964e-02
6.930000185966491699e-01, 8.194237202405929565e-02, 4.194742441177368164e-01, 4.662365093827247620e-02
6.940000057220458984e-01, 8.215287327766418457e-02, 4.200317263603210449e-01, 4.674800112843513489e-02
6.950000524520874023e-01, 8.236259222030639648e-02, 4.205868244171142578e-01, 4.687115922570228577e-02
6.960000395774841309e-01, 8.257167041301727295e-02, 4.211404025554656982e-01, 4.699628800153732300e-02
6.970000267028808594e-01, 8.278024196624755859e-02, 4.216929078102111816e-01, 4.712184146046638489e-02
6.980000138282775879e-01, 8.298793435096740723e-02, 4.222443103790283203e-01, 4.724597185850143433e-02
6.990000605583190918e-01, 8.319487422704696655e-02, 4.227934479713439941e-01, 4.737085476517677307e-02
7.000000476837158203e-01, 8.340220898389816284e-02, 4.233372211456298828e-01, 4.749443754553794861e-02
7.010000348091125488e-01, 8.360900729894638062e-02, 4.238798022270202637e-01, 4.761648550629615784e-02
7.020000219345092773e-01, 8.381413668394088745e-02, 4.244243800640106201e-01, 4.773905500769615173e-02
7.030000090599060059e-01, 8.401849865913391113e-02, 4.249664545059204102e-01, 4.786032810807228088e-02
7.040000557899475098e-01, 8.422224223613739014e-02, 4.255068302154541016e-01, 4.798126593232154846e-02
7.050000429153442383e-01, 8.442550897598266602e-02, 4.260463714599609375e-01, 4.810275882482528687e-02
7.060000300407409668e-01, 8.462814986705780029e-02, 4.265842437744140625e-01, 4.822387173771858215e-02
7.070000171661376953e-01, 8.483006805181503296e-02, 4.271199405193328857e-01, 4.834571480751037598e-02
7.080000042915344238e-01, 8.503136038780212402e-02, 4.276539087295532227e-01, 4.846719652414321899e-02
7.090000510215759277e-01, 8.523212373256683350e-02, 4.281866252422332764e-01, 4.858720675110816956e-02
7.100000381469726562e-01, 8.543226122856140137e-02, 4.287175834178924561e-01, 4.870683699846267700e-02
7.110000252723693848e-01, 8.563178032636642456e-02, 4.292469024658203125e-01, 4.882609471678733826e-02
7.120000123977661133e-01, 8.583087474107742310e-02, 4.297741949558258057e-01, 4.894582554697990417e-02
7.130000591278076172e-01, 8.602935820817947388e-02, 4.302999377250671387e-01, 4.906519502401351929e-02
7.140000462532043457e-01, 8.622648566961288452e-02, 4.308212697505950928e-01, 4.918425902724266052e-02
7.150000333786010742e-01, 8.642344921827316284e-02, 4.313392341136932373e-01, 4.930028691887855530e-02
7.160000205039978027e-01, 8.662027120590209961e-02, 4.318590164184570312e-01, 4.941483214497566223e-02
7.170000076293945312e-01, 8.681613206863403320e-02, 4.323785006999969482e-01, 4.953229427337646484e-02
7.180000543594360352e-01, 8.701174706220626831e-02, 4.328952729701995850e-01, 4.965105280280113220e-02
7.190000414848327637e-01, 8.720665425062179565e-02, 4.334106445312500000e-01, 4.976902157068252563e-02
7.200000286102294922e-01, 8.740067481994628906e-02, 4.339251518249511719e-01, 4.988535121083259583e-02
7.210000157356262207e-01, 8.759409189224243164e-02, 4.344380795955657959e-01, 5.000127851963043213e-02
7.220000624656677246e-01, 8.778692036867141724e-02, 4.349495470523834229e-01, 5.011679604649543762e-02
7.230000495910644531e-01, 8.797916024923324585e-02, 4.354595541954040527e-01, 5.023190751671791077e-02
7.240000367164611816e-01, 8.817099034786224365e-02, 4.359675347805023193e-01, 5.034746602177619934e-02
7.250000238418579102e-01, 8.836223185062408447e-02, 4.364740252494812012e-01, 5.046262964606285095e-02
7.260000109672546387e-01, 8.855269849300384521e-02, 4.369795322418212891e-01, 5.057653412222862244e-02
7.270000576972961426e-01, 8.874257653951644897e-02, 4.374834895133972168e-01, 5.069002881646156311e-02
7.280000448226928711e-01, 8.893209695816040039e-02, 4.379849731922149658e-01, 5.080177262425422668e-02
7.290000319480895996e-01, 8.912105858325958252e-02, 4.384847581386566162e-01, 5.091331526637077332e-02
7.300000190734863281e-01, 8.930941671133041382e-02, 4.389832317829132080e-01, 5.102684721350669861e-02
7.310000061988830566e-01, 8.949715644121170044e-02, 4.394803047180175781e-01, 5.113982781767845154e-02
7.320000529289245605e-01, 8.968410640954971313e-02, 4.399765431880950928e-01, 5.125143751502037048e-02
7.330000400543212891e-01, 8.987049013376235962e-02, 4.404712915420532227e-01, 5.136268585920333862e-02
7.340000271797180176e-01, 9.005630761384963989e-02, 4.409645497798919678e-01, 5.147359147667884827e-02
7.350000143051147461e-01, 9.024179726839065552e-02, 4.414553344249725342e-01, 5.158271640539169312e-02
7.360000610351562500e-01, 9.042672812938690186e-02, 4.419445693492889404e-01, 5.169158056378364563e-02
7.370000481605529785e-01, 9.061102569103240967e-02, 4.424327015876770020e-01, 5.180238932371139526e-02
7.380000352859497070e-01, 9.079394489526748657e-02, 4.429157972335815430e-01, 5.191484466195106506e-02
7.390000224113464355e-01, 9.097611159086227417e-02, 4.433978497982025146e-01, 5.202611535787582397e-02
7.400000095367431641e-01, 9.115874022245407104e-02, 4.438808560371398926e-01, 5.213356018066406250e-02
7.410000562667846680e-01, 9.134084731340408325e-02, 4.443622529506683350e-01, 5.224087089300155640e-02
7.420000433921813965e-01, 9.152239561080932617e-02, 4.448425471782684326e-01, 5.235034227371215820e-02
7.430000305175781250e-01, 9.170334786176681519e-02, 4.453215301036834717e-01, 5.245926603674888611e-02
7.440000176429748535e-01, 9.188351035118103027e-02, 4.457997381687164307e-01, 5.256674811244010925e-02
7.450000643730163574e-01, 9.206312149763107300e-02, 4.462764859199523926e-01, 5.267389118671417236e-02
7.460000514984130859e-01, 9.224218130111694336e-02, 4.467517435550689697e-01, 5.278071761131286621e-02
7.470000386238098145e-01, 9.242091327905654907e-02, 4.472246468067169189e-01, 5.288590490818023682e-02
7.480000257492065430e-01, 9.259908646345138550e-02, 4.476960599422454834e-01, 5.299077183008193970e-02
7.490000128746032715e-01, 9.277667105197906494e-02, 4.481662809848785400e-01, 5.309750884771347046e-02
7.500000596046447754e-01, 9.295370429754257202e-02, 4.486349821090698242e-01, 5.320391803979873657e-02
7.510000467300415039e-01, 9.312999993562698364e-02, 4.491027891635894775e-01, 5.330910906195640564e-02
7.520000338554382324e-01, 9.330575913190841675e-02, 4.495692253112792969e-01, 5.341396480798721313e-02
7.530000209808349609e-01, 9.348097443580627441e-02, 4.500342905521392822e-01, 5.351849645376205444e-02
7.540000081062316895e-01, 9.365564584732055664e-02, 4.504979550838470459e-01, 5.362270772457122803e-02
7.550000548362731934e-01, 9.383083134889602661e-02, 4.509568512439727783e-01, 5.372559279203414917e-02
7.560000419616699219e-01, 9.400548040866851807e-02, 4.514143168926239014e-01, 5.382816866040229797e-02
7.570000290870666504e-01, 9.417854249477386475e-02, 4.518736600875854492e-01, 5.393144115805625916e-02
7.580000162124633789e-01, 9.435106813907623291e-02, 4.523315131664276123e-01, 5.403439328074455261e-02
7.590000629425048828e-01, 9.452305734157562256e-02, 4.527878761291503906e-01, 5.413703620433807373e-02
7.600000500679016113e-01, 9.469451010227203369e-02, 4.532427489757537842e-01, 5.423937365412712097e-02
7.610000371932983398e-01, 9.486542642116546631e-02, 4.536962211132049561e-01, 5.434139817953109741e-02
7.620000243186950684e-01, 9.503581374883651733e-02, 4.541483819484710693e-01, 5.444310232996940613e-02
7.630000114440917969e-01, 9.520567953586578369e-02, 4.545992016792297363e-01, 5.454448610544204712e-02
7.640000581741333008e-01, 9.537502378225326538e-02, 4.550486505031585693e-01, 5.464555323123931885e-02
7.650000452995300293e-01, 9.554384648799896240e-02, 4.554967284202575684e-01, 5.474630743265151978e-02
7.660000324249267578e-01, 9.571214765310287476e-02, 4.559434354305267334e-01, 5.484674870967864990e-02
7.670000195503234863e-01, 9.587992727756500244e-02, 4.563887417316436768e-01, 5.494688078761100769e-02
7.680000066757202148e-01, 9.604718536138534546e-02, 4.568326175212860107e-01, 5.504670739173889160e-02
7.690000534057617188e-01, 9.621392190456390381e-02, 4.572750627994537354e-01, 5.514623224735260010e-02
7.700000405311584473e-01, 9.638013690710067749e-02, 4.577160477638244629e-01, 5.524545907974243164e-02
7.710000276565551758e-01, 9.654601663351058960e-02, 4.581551849842071533e-01, 5.534518137574195862e-02
7.720000147819519043e-01, 9.671138972043991089e-02, 4.585930705070495605e-01, 5.544457957148551941e-02
7.730000615119934082e-01, 9.687608480453491211e-02, 4.590301513671875000e-01, 5.554283037781715393e-02
7.740000486373901367e-01, 9.704028069972991943e-02, 4.594659507274627686e-01, 5.564074218273162842e-02
7.750000357627868652e-01, 9.720341861248016357e-02, 4.598969221115112305e-01, 5.573916062712669373e-02
7.760000228881835938e-01, 9.736653417348861694e-02, 4.603246748447418213e-01, 5.583442375063896179e-02
7.770000100135803223e-01, 9.752956777811050415e-02, 4.607546925544738770e-01, 5.592828243970870972e-02
7.780000567436218262e-01, 9.769166260957717896e-02, 4.611847996711730957e-01, 5.602518469095230103e-02
7.790000438690185547e-01, 9.785360842943191528e-02, 4.616125524044036865e-01, 5.612334236502647400e-02
7.800000309944152832e-01, 9.801500290632247925e-02, 4.620390534400939941e-01, 5.622094869613647461e-02
7.810000181198120117e-01, 9.817567467689514160e-02, 4.624648988246917725e-01, 5.631717294454574585e-02
7.820000648498535156e-01, 9.833603352308273315e-02, 4.628891050815582275e-01, 5.641382187604904175e-02
7.830000519752502441e-01, 9.849590063095092773e-02, 4.633121490478515625e-01, 5.651010945439338684e-02
7.840000391006469727e-01, 9.865509718656539917e-02, 4.637344777584075928e-01, 5.660521239042282104e-02
7.850000262260437012e-01, 9.881380200386047363e-02, 4.641555845737457275e-01, 5.669993907213211060e-02
7.860000133514404297e-01, 9.897201508283615112e-02, 4.645754694938659668e-01, 5.679430440068244934e-02
7.870000600814819336e-01, 9.912973642349243164e-02, 4.649941027164459229e-01, 5.688830837607383728e-02
7.880000472068786621e-01, 9.928714483976364136e-02, 4.654109776020050049e-01, 5.698275938630104065e-02
7.890000343322753906e-01, 9.944406151771545410e-02, 4.658265411853790283e-01, 5.707689374685287476e-02
7.900000214576721191e-01, 9.960031509399414062e-02, 4.662412405014038086e-01, 5.716989561915397644e-02
7.910000085830688477e-01, 9.975609183311462402e-02, 4.666546583175659180e-01, 5.726259574294090271e-02
7.920000553131103516e-01, 9.991139173507690430e-02, 4.670668542385101318e-01, 5.735506117343902588e-02
7.930000424385070801e-01, 1.000662147998809814e-01, 4.674777984619140625e-01, 5.744727328419685364e-02
7.940000295639038086e-01, 1.002207323908805847e-01, 4.678870439529418945e-01, 5.753998458385467529e-02
7.950000166893005371e-01, 1.003747731447219849e-01, 4.682950377464294434e-01, 5.763243511319160461e-02
7.960000634193420410e-01, 1.005281656980514526e-01, 4.687022268772125244e-01, 5.772383138537406921e-02
7.970000505447387695e-01, 1.006813347339630127e-01, 4.691072106361389160e-01, 5.781344324350357056e-02
7.980000376701354980e-01, 1.008340269327163696e-01, 4.695109128952026367e-01, 5.790276080369949341e-02
7.990000247955322266e-01, 1.009859964251518250e-01, 4.699142575263977051e-01, 5.799323320388793945e-02
8.000000119209289551e-01, 1.011374965310096741e-01, 4.703163206577301025e-01, 5.808336660265922546e-02
8.010000586509704590e-01, 1.012885272502899170e-01, 4.707171618938446045e-01, 5.817322060465812683e-02
8.020000457763671875e-01, 1.014392673969268799e-01, 4.711163640022277832e-01, 5.826358124613761902e-02
8.030000329017639160e-01, 1.015895456075668335e-01, 4.715143442153930664e-01, 5.835371464490890503e-02
8.040000200271606445e-01, 1.017391905188560486e-01, 4.719115495681762695e-01, 5.844285339117050171e-02
8.050000667572021484e-01, 1.018883734941482544e-01, 4.723075330257415771e-01, 5.853171274065971375e-02
8.060000538825988770e-01, 1.020370945334434509e-01, 4.727022945880889893e-01, 5.862030014395713806e-02
8.070000410079956055e-01, 1.021853536367416382e-01, 4.730958342552185059e-01, 5.870860069990158081e-02
8.080000281333923340e-01, 1.023331508040428162e-01, 4.734881222248077393e-01, 5.879660323262214661e-02
8.090000152587890625e-01, 1.024806648492813110e-01, 4.738787114620208740e-01, 5.888507142663002014e-02
8.100000619888305664e-01, 1.026278808712959290e-01, 4.742674827575683594e-01, 5.897226557135581970e-02
8.110000491142272949e-01, 1.027744710445404053e-01, 4.746555089950561523e-01, 5.905842408537864685e-02
8.120000362396240234e-01, 1.029204577207565308e-01, 4.750429391860961914e-01, 5.914531275629997253e-02
8.130000233650207520e-01, 1.030659973621368408e-01, 4.754291772842407227e-01, 5.923195555806159973e-02
8.140000104904174805e-01, 1.032104343175888062e-01, 4.758107066154479980e-01, 5.931956693530082703e-02
8.150000572204589844e-01, 1.033544242382049561e-01, 4.761910736560821533e-01, 5.940693244338035583e-02
8.160000443458557129e-01, 1.034986227750778198e-01, 4.765737950801849365e-01, 5.949281901121139526e-02
8.170000314712524414e-01, 1.036423742771148682e-01, 4.769553244113922119e-01, 5.957841873168945312e-02
8.180000185966491699e-01, 1.037858650088310242e-01, 4.773351848125457764e-01, 5.966451764106750488e-02
8.190000653266906738e-01, 1.039290577173233032e-01, 4.777133762836456299e-01, 5.974934250116348267e-02
8.200000524520874023e-01, 1.040716245770454407e-01, 4.780908226966857910e-01, 5.983308702707290649e-02
8.210000395774841309e-01, 1.042136028409004211e-01, 4.784675538539886475e-01, 5.991755053400993347e-02
8.220000267028808594e-01, 1.043551415205001831e-01, 4.788431525230407715e-01, 6.000178679823875427e-02
8.230000138282775879e-01, 1.044962480664253235e-01, 4.792176187038421631e-01, 6.008579209446907043e-02
8.240000605583190918e-01, 1.046369224786758423e-01, 4.795909523963928223e-01, 6.016955524682998657e-02
8.250000476837158203e-01, 1.047773361206054688e-01, 4.799627363681793213e-01, 6.025379523634910583e-02
8.260000348091125488e-01, 1.049174815416336060e-01, 4.803328812122344971e-01, 6.033667922019958496e-02
8.270000219345092773e-01, 1.050570234656333923e-01, 4.807022809982299805e-01, 6.041857227683067322e-02
